filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
breaststroke_frame_33.jpg,140244,"{}",2,0,"{""name"":""point"",""cx"":214,""cy"":626}","{""joint"":undefined}"
breaststroke_frame_33.jpg,140244,"{}",2,1,"{""name"":""point"",""cx"":223,""cy"":629}","{""joint"":""Rhand""}"
breaststroke_frame_34.jpg,138081,"{}",2,0,"{""name"":""point"",""cx"":211,""cy"":628}","{""joint"":undefined}"
breaststroke_frame_34.jpg,138081,"{}",2,1,"{""name"":""point"",""cx"":224,""cy"":626}","{""joint"":""Rhand""}"
breaststroke_frame_35.jpg,142296,"{}",2,0,"{""name"":""point"",""cx"":211,""cy"":628}","{""joint"":undefined}"
breaststroke_frame_35.jpg,142296,"{}",2,1,"{""name"":""point"",""cx"":224,""cy"":626}","{""joint"":""Rhand""}"
breaststroke_frame_36.jpg,142816,"{}",2,0,"{""name"":""point"",""cx"":212,""cy"":623}","{""joint"":undefined}"
breaststroke_frame_36.jpg,142816,"{}",2,1,"{""name"":""point"",""cx"":225,""cy"":621}","{""joint"":""Rhand""}"
breaststroke_frame_37.jpg,147151,"{}",2,0,"{""name"":""point"",""cx"":212,""cy"":617}","{""joint"":undefined}"
breaststroke_frame_37.jpg,147151,"{}",2,1,"{""name"":""point"",""cx"":225,""cy"":616}","{""joint"":""Rhand""}"
breaststroke_frame_38.jpg,147765,"{}",2,0,"{""name"":""point"",""cx"":211,""cy"":611}","{""joint"":undefined}"
breaststroke_frame_38.jpg,147765,"{}",2,1,"{""name"":""point"",""cx"":225,""cy"":610}","{""joint"":""Rhand""}"
breaststroke_frame_39.jpg,151612,"{}",2,0,"{""name"":""point"",""cx"":211,""cy"":602}","{""joint"":undefined}"
breaststroke_frame_39.jpg,151612,"{}",2,1,"{""name"":""point"",""cx"":226,""cy"":601}","{""joint"":""Rhand""}"
breaststroke_frame_40.jpg,150788,"{}",4,0,"{""name"":""point"",""cx"":211,""cy"":594}","{""joint"":undefined}"
breaststroke_frame_40.jpg,150788,"{}",4,1,"{""name"":""point"",""cx"":227,""cy"":595}","{""joint"":""Rhand""}"
breaststroke_frame_40.jpg,150788,"{}",4,2,"{""name"":""point"",""cx"":197,""cy"":631}","{""joint"":""Lelbow""}"
breaststroke_frame_40.jpg,150788,"{}",4,3,"{""name"":""point"",""cx"":237,""cy"":630}","{""joint"":""Relbow""}"
breaststroke_frame_41.jpg,151575,"{}",5,0,"{""name"":""point"",""cx"":212,""cy"":583}","{""joint"":undefined}"
breaststroke_frame_41.jpg,151575,"{}",5,1,"{""name"":""point"",""cx"":227,""cy"":583}","{""joint"":""Rhand""}"
breaststroke_frame_41.jpg,151575,"{}",5,2,"{""name"":""point"",""cx"":198,""cy"":623}","{""joint"":""Lelbow""}"
breaststroke_frame_41.jpg,151575,"{}",5,3,"{""name"":""point"",""cx"":238,""cy"":624}","{""joint"":""Relbow""}"
breaststroke_frame_41.jpg,151575,"{}",5,4,"{""name"":""point"",""cx"":216,""cy"":637}","{""joint"":""head""}"
breaststroke_frame_42.jpg,149994,"{}",5,0,"{""name"":""point"",""cx"":214,""cy"":574}","{""joint"":undefined}"
breaststroke_frame_42.jpg,149994,"{}",5,1,"{""name"":""point"",""cx"":227,""cy"":571}","{""joint"":""Rhand""}"
breaststroke_frame_42.jpg,149994,"{}",5,2,"{""name"":""point"",""cx"":201,""cy"":608}","{""joint"":""Lelbow""}"
breaststroke_frame_42.jpg,149994,"{}",5,3,"{""name"":""point"",""cx"":237,""cy"":607}","{""joint"":""Relbow""}"
breaststroke_frame_42.jpg,149994,"{}",5,4,"{""name"":""point"",""cx"":215,""cy"":635}","{""joint"":""head""}"
breaststroke_frame_43.jpg,155639,"{}",7,0,"{""name"":""point"",""cx"":214,""cy"":565}","{""joint"":undefined}"
breaststroke_frame_43.jpg,155639,"{}",7,1,"{""name"":""point"",""cx"":228,""cy"":564}","{""joint"":""Rhand""}"
breaststroke_frame_43.jpg,155639,"{}",7,2,"{""name"":""point"",""cx"":202,""cy"":601}","{""joint"":""Lelbow""}"
breaststroke_frame_43.jpg,155639,"{}",7,3,"{""name"":""point"",""cx"":237,""cy"":601}","{""joint"":""Relbow""}"
breaststroke_frame_43.jpg,155639,"{}",7,4,"{""name"":""point"",""cx"":216,""cy"":625}","{""joint"":""head""}"
breaststroke_frame_43.jpg,155639,"{}",7,5,"{""name"":""point"",""cx"":197,""cy"":633}","{""joint"":""Lshoulder""}"
breaststroke_frame_43.jpg,155639,"{}",7,6,"{""name"":""point"",""cx"":237,""cy"":631}","{""joint"":""Rshoulder""}"
breaststroke_frame_44.jpg,149678,"{}",7,0,"{""name"":""point"",""cx"":211,""cy"":557}","{""joint"":undefined}"
breaststroke_frame_44.jpg,149678,"{}",7,1,"{""name"":""point"",""cx"":236,""cy"":561}","{""joint"":""Rhand""}"
breaststroke_frame_44.jpg,149678,"{}",7,2,"{""name"":""point"",""cx"":202,""cy"":594}","{""joint"":""Lelbow""}"
breaststroke_frame_44.jpg,149678,"{}",7,3,"{""name"":""point"",""cx"":238,""cy"":594}","{""joint"":""Relbow""}"
breaststroke_frame_44.jpg,149678,"{}",7,4,"{""name"":""point"",""cx"":218,""cy"":611}","{""joint"":""head""}"
breaststroke_frame_44.jpg,149678,"{}",7,5,"{""name"":""point"",""cx"":198,""cy"":625}","{""joint"":""Lshoulder""}"
breaststroke_frame_44.jpg,149678,"{}",7,6,"{""name"":""point"",""cx"":236,""cy"":625}","{""joint"":""Rshoulder""}"
breaststroke_frame_45.jpg,150843,"{}",7,0,"{""name"":""point"",""cx"":200,""cy"":554}","{""joint"":undefined}"
breaststroke_frame_45.jpg,150843,"{}",7,1,"{""name"":""point"",""cx"":249,""cy"":558}","{""joint"":""Rhand""}"
breaststroke_frame_45.jpg,150843,"{}",7,2,"{""name"":""point"",""cx"":196,""cy"":591}","{""joint"":""Lelbow""}"
breaststroke_frame_45.jpg,150843,"{}",7,3,"{""name"":""point"",""cx"":245,""cy"":591}","{""joint"":""Relbow""}"
breaststroke_frame_45.jpg,150843,"{}",7,4,"{""name"":""point"",""cx"":218,""cy"":600}","{""joint"":""head""}"
breaststroke_frame_45.jpg,150843,"{}",7,5,"{""name"":""point"",""cx"":198,""cy"":625}","{""joint"":""Lshoulder""}"
breaststroke_frame_45.jpg,150843,"{}",7,6,"{""name"":""point"",""cx"":236,""cy"":625}","{""joint"":""Rshoulder""}"
breaststroke_frame_46.jpg,149619,"{}",7,0,"{""name"":""point"",""cx"":190,""cy"":551}","{""joint"":undefined}"
breaststroke_frame_46.jpg,149619,"{}",7,1,"{""name"":""point"",""cx"":259,""cy"":557}","{""joint"":""Rhand""}"
breaststroke_frame_46.jpg,149619,"{}",7,2,"{""name"":""point"",""cx"":191,""cy"":586}","{""joint"":""Lelbow""}"
breaststroke_frame_46.jpg,149619,"{}",7,3,"{""name"":""point"",""cx"":248,""cy"":591}","{""joint"":""Relbow""}"
breaststroke_frame_46.jpg,149619,"{}",7,4,"{""name"":""point"",""cx"":219,""cy"":591}","{""joint"":""head""}"
breaststroke_frame_46.jpg,149619,"{}",7,5,"{""name"":""point"",""cx"":199,""cy"":620}","{""joint"":""Lshoulder""}"
breaststroke_frame_46.jpg,149619,"{}",7,6,"{""name"":""point"",""cx"":237,""cy"":621}","{""joint"":""Rshoulder""}"
breaststroke_frame_47.jpg,152301,"{}",7,0,"{""name"":""point"",""cx"":177,""cy"":544}","{""joint"":undefined}"
breaststroke_frame_47.jpg,152301,"{}",7,1,"{""name"":""point"",""cx"":276,""cy"":554}","{""joint"":""Rhand""}"
breaststroke_frame_47.jpg,152301,"{}",7,2,"{""name"":""point"",""cx"":185,""cy"":577}","{""joint"":""Lelbow""}"
breaststroke_frame_47.jpg,152301,"{}",7,3,"{""name"":""point"",""cx"":258,""cy"":583}","{""joint"":""Relbow""}"
breaststroke_frame_47.jpg,152301,"{}",7,4,"{""name"":""point"",""cx"":220,""cy"":580}","{""joint"":""head""}"
breaststroke_frame_47.jpg,152301,"{}",7,5,"{""name"":""point"",""cx"":199,""cy"":616}","{""joint"":""Lshoulder""}"
breaststroke_frame_47.jpg,152301,"{}",7,6,"{""name"":""point"",""cx"":237,""cy"":617}","{""joint"":""Rshoulder""}"
breaststroke_frame_48.jpg,148953,"{}",7,0,"{""name"":""point"",""cx"":165,""cy"":544}","{""joint"":undefined}"
breaststroke_frame_48.jpg,148953,"{}",7,1,"{""name"":""point"",""cx"":288,""cy"":556}","{""joint"":""Rhand""}"
breaststroke_frame_48.jpg,148953,"{}",7,2,"{""name"":""point"",""cx"":181,""cy"":570}","{""joint"":""Lelbow""}"
breaststroke_frame_48.jpg,148953,"{}",7,3,"{""name"":""point"",""cx"":262,""cy"":584}","{""joint"":""Relbow""}"
breaststroke_frame_48.jpg,148953,"{}",7,4,"{""name"":""point"",""cx"":220,""cy"":571}","{""joint"":""head""}"
breaststroke_frame_48.jpg,148953,"{}",7,5,"{""name"":""point"",""cx"":200,""cy"":604}","{""joint"":""Lshoulder""}"
breaststroke_frame_48.jpg,148953,"{}",7,6,"{""name"":""point"",""cx"":237,""cy"":607}","{""joint"":""Rshoulder""}"
breaststroke_frame_49.jpg,150140,"{}",7,0,"{""name"":""point"",""cx"":155,""cy"":545}","{""joint"":undefined}"
breaststroke_frame_49.jpg,150140,"{}",7,1,"{""name"":""point"",""cx"":299,""cy"":563}","{""joint"":""Rhand""}"
breaststroke_frame_49.jpg,150140,"{}",7,2,"{""name"":""point"",""cx"":174,""cy"":570}","{""joint"":""Lelbow""}"
breaststroke_frame_49.jpg,150140,"{}",7,3,"{""name"":""point"",""cx"":270,""cy"":582}","{""joint"":""Relbow""}"
breaststroke_frame_49.jpg,150140,"{}",7,4,"{""name"":""point"",""cx"":221,""cy"":562}","{""joint"":""head""}"
breaststroke_frame_49.jpg,150140,"{}",7,5,"{""name"":""point"",""cx"":201,""cy"":593}","{""joint"":""Lshoulder""}"
breaststroke_frame_49.jpg,150140,"{}",7,6,"{""name"":""point"",""cx"":240,""cy"":595}","{""joint"":""Rshoulder""}"
breaststroke_frame_50.jpg,146762,"{}",7,0,"{""name"":""point"",""cx"":153,""cy"":560}","{""joint"":undefined}"
breaststroke_frame_50.jpg,146762,"{}",7,1,"{""name"":""point"",""cx"":302,""cy"":579}","{""joint"":""Rhand""}"
breaststroke_frame_50.jpg,146762,"{}",7,2,"{""name"":""point"",""cx"":176,""cy"":573}","{""joint"":""Lelbow""}"
breaststroke_frame_50.jpg,146762,"{}",7,3,"{""name"":""point"",""cx"":270,""cy"":582}","{""joint"":""Relbow""}"
breaststroke_frame_50.jpg,146762,"{}",7,4,"{""name"":""point"",""cx"":221,""cy"":552}","{""joint"":""head""}"
breaststroke_frame_50.jpg,146762,"{}",7,5,"{""name"":""point"",""cx"":202,""cy"":582}","{""joint"":""Lshoulder""}"
breaststroke_frame_50.jpg,146762,"{}",7,6,"{""name"":""point"",""cx"":242,""cy"":582}","{""joint"":""Rshoulder""}"
breaststroke_frame_51.jpg,149597,"{}",7,0,"{""name"":""point"",""cx"":153,""cy"":574}","{""joint"":undefined}"
breaststroke_frame_51.jpg,149597,"{}",7,1,"{""name"":""point"",""cx"":301,""cy"":594}","{""joint"":""Rhand""}"
breaststroke_frame_51.jpg,149597,"{}",7,2,"{""name"":""point"",""cx"":176,""cy"":573}","{""joint"":""Lelbow""}"
breaststroke_frame_51.jpg,149597,"{}",7,3,"{""name"":""point"",""cx"":270,""cy"":582}","{""joint"":""Relbow""}"
breaststroke_frame_51.jpg,149597,"{}",7,4,"{""name"":""point"",""cx"":222,""cy"":542}","{""joint"":""head""}"
breaststroke_frame_51.jpg,149597,"{}",7,5,"{""name"":""point"",""cx"":201,""cy"":571}","{""joint"":""Lshoulder""}"
breaststroke_frame_51.jpg,149597,"{}",7,6,"{""name"":""point"",""cx"":243,""cy"":573}","{""joint"":""Rshoulder""}"
breaststroke_frame_52.jpg,144480,"{}",7,0,"{""name"":""point"",""cx"":173,""cy"":584}","{""joint"":undefined}"
breaststroke_frame_52.jpg,144480,"{}",7,1,"{""name"":""point"",""cx"":277,""cy"":597}","{""joint"":""Rhand""}"
breaststroke_frame_52.jpg,144480,"{}",7,2,"{""name"":""point"",""cx"":179,""cy"":574}","{""joint"":""Lelbow""}"
breaststroke_frame_52.jpg,144480,"{}",7,3,"{""name"":""point"",""cx"":264,""cy"":582}","{""joint"":""Relbow""}"
breaststroke_frame_52.jpg,144480,"{}",7,4,"{""name"":""point"",""cx"":224,""cy"":538}","{""joint"":""head""}"
breaststroke_frame_52.jpg,144480,"{}",7,5,"{""name"":""point"",""cx"":202,""cy"":563}","{""joint"":""Lshoulder""}"
breaststroke_frame_52.jpg,144480,"{}",7,6,"{""name"":""point"",""cx"":244,""cy"":565}","{""joint"":""Rshoulder""}"
breaststroke_frame_53.jpg,146241,"{}",7,0,"{""name"":""point"",""cx"":194,""cy"":583}","{""joint"":undefined}"
breaststroke_frame_53.jpg,146241,"{}",7,1,"{""name"":""point"",""cx"":257,""cy"":594}","{""joint"":""Rhand""}"
breaststroke_frame_53.jpg,146241,"{}",7,2,"{""name"":""point"",""cx"":176,""cy"":579}","{""joint"":""Lelbow""}"
breaststroke_frame_53.jpg,146241,"{}",7,3,"{""name"":""point"",""cx"":267,""cy"":589}","{""joint"":""Relbow""}"
breaststroke_frame_53.jpg,146241,"{}",7,4,"{""name"":""point"",""cx"":224,""cy"":533}","{""joint"":""head""}"
breaststroke_frame_53.jpg,146241,"{}",7,5,"{""name"":""point"",""cx"":202,""cy"":552}","{""joint"":""Lshoulder""}"
breaststroke_frame_53.jpg,146241,"{}",7,6,"{""name"":""point"",""cx"":245,""cy"":555}","{""joint"":""Rshoulder""}"
breaststroke_frame_54.jpg,142649,"{}",8,0,"{""name"":""point"",""cx"":209,""cy"":562}","{""joint"":undefined}"
breaststroke_frame_54.jpg,142649,"{}",8,1,"{""name"":""point"",""cx"":241,""cy"":565}","{""joint"":""Rhand""}"
breaststroke_frame_54.jpg,142649,"{}",8,2,"{""name"":""point"",""cx"":182,""cy"":574}","{""joint"":""Lelbow""}"
breaststroke_frame_54.jpg,142649,"{}",8,3,"{""name"":""point"",""cx"":261,""cy"":584}","{""joint"":""Relbow""}"
breaststroke_frame_54.jpg,142649,"{}",8,4,"{""name"":""point"",""cx"":224,""cy"":530}","{""joint"":""head""}"
breaststroke_frame_54.jpg,142649,"{}",8,5,"{""name"":""point"",""cx"":202,""cy"":542}","{""joint"":""Lshoulder""}"
breaststroke_frame_54.jpg,142649,"{}",8,6,"{""name"":""point"",""cx"":244,""cy"":544}","{""joint"":""Rshoulder""}"
breaststroke_frame_54.jpg,142649,"{}",8,7,"{""name"":""point"",""cx"":199,""cy"":634}","{""joint"":""Lhip""}"
breaststroke_frame_55.jpg,151656,"{}",9,0,"{""name"":""point"",""cx"":220,""cy"":541}","{""joint"":undefined}"
breaststroke_frame_55.jpg,151656,"{}",9,1,"{""name"":""point"",""cx"":232,""cy"":550}","{""joint"":""Rhand""}"
breaststroke_frame_55.jpg,151656,"{}",9,2,"{""name"":""point"",""cx"":186,""cy"":563}","{""joint"":""Lelbow""}"
breaststroke_frame_55.jpg,151656,"{}",9,3,"{""name"":""point"",""cx"":256,""cy"":575}","{""joint"":""Relbow""}"
breaststroke_frame_55.jpg,151656,"{}",9,4,"{""name"":""point"",""cx"":225,""cy"":513}","{""joint"":""head""}"
breaststroke_frame_55.jpg,151656,"{}",9,5,"{""name"":""point"",""cx"":206,""cy"":533}","{""joint"":""Lshoulder""}"
breaststroke_frame_55.jpg,151656,"{}",9,6,"{""name"":""point"",""cx"":248,""cy"":536}","{""joint"":""Rshoulder""}"
breaststroke_frame_55.jpg,151656,"{}",9,7,"{""name"":""point"",""cx"":202,""cy"":625}","{""joint"":""Lhip""}"
breaststroke_frame_55.jpg,151656,"{}",9,8,"{""name"":""point"",""cx"":231,""cy"":627}","{""joint"":""Rhip""}"
breaststroke_frame_56.jpg,141185,"{}",9,0,"{""name"":""point"",""cx"":222,""cy"":523}","{""joint"":undefined}"
breaststroke_frame_56.jpg,141185,"{}",9,1,"{""name"":""point"",""cx"":230,""cy"":523}","{""joint"":""Rhand""}"
breaststroke_frame_56.jpg,141185,"{}",9,2,"{""name"":""point"",""cx"":192,""cy"":550}","{""joint"":""Lelbow""}"
breaststroke_frame_56.jpg,141185,"{}",9,3,"{""name"":""point"",""cx"":253,""cy"":564}","{""joint"":""Relbow""}"
breaststroke_frame_56.jpg,141185,"{}",9,4,"{""name"":""point"",""cx"":225,""cy"":506}","{""joint"":""head""}"
breaststroke_frame_56.jpg,141185,"{}",9,5,"{""name"":""point"",""cx"":206,""cy"":525}","{""joint"":""Lshoulder""}"
breaststroke_frame_56.jpg,141185,"{}",9,6,"{""name"":""point"",""cx"":249,""cy"":531}","{""joint"":""Rshoulder""}"
breaststroke_frame_56.jpg,141185,"{}",9,7,"{""name"":""point"",""cx"":203,""cy"":610}","{""joint"":""Lhip""}"
breaststroke_frame_56.jpg,141185,"{}",9,8,"{""name"":""point"",""cx"":232,""cy"":614}","{""joint"":""Rhip""}"
breaststroke_frame_57.jpg,145474,"{}",9,0,"{""name"":""point"",""cx"":225,""cy"":503}","{""joint"":undefined}"
breaststroke_frame_57.jpg,145474,"{}",9,1,"{""name"":""point"",""cx"":232,""cy"":504}","{""joint"":""Rhand""}"
breaststroke_frame_57.jpg,145474,"{}",9,2,"{""name"":""point"",""cx"":196,""cy"":536}","{""joint"":""Lelbow""}"
breaststroke_frame_57.jpg,145474,"{}",9,3,"{""name"":""point"",""cx"":250,""cy"":546}","{""joint"":""Relbow""}"
breaststroke_frame_57.jpg,145474,"{}",9,4,"{""name"":""point"",""cx"":228,""cy"":513}","{""joint"":""head""}"
breaststroke_frame_57.jpg,145474,"{}",9,5,"{""name"":""point"",""cx"":208,""cy"":522}","{""joint"":""Lshoulder""}"
breaststroke_frame_57.jpg,145474,"{}",9,6,"{""name"":""point"",""cx"":248,""cy"":526}","{""joint"":""Rshoulder""}"
breaststroke_frame_57.jpg,145474,"{}",9,7,"{""name"":""point"",""cx"":205,""cy"":603}","{""joint"":""Lhip""}"
breaststroke_frame_57.jpg,145474,"{}",9,8,"{""name"":""point"",""cx"":234,""cy"":606}","{""joint"":""Rhip""}"
breaststroke_frame_58.jpg,141983,"{}",9,0,"{""name"":""point"",""cx"":227,""cy"":485}","{""joint"":undefined}"
breaststroke_frame_58.jpg,141983,"{}",9,1,"{""name"":""point"",""cx"":235,""cy"":486}","{""joint"":""Rhand""}"
breaststroke_frame_58.jpg,141983,"{}",9,2,"{""name"":""point"",""cx"":201,""cy"":517}","{""joint"":""Lelbow""}"
breaststroke_frame_58.jpg,141983,"{}",9,3,"{""name"":""point"",""cx"":250,""cy"":526}","{""joint"":""Relbow""}"
breaststroke_frame_58.jpg,141983,"{}",9,4,"{""name"":""point"",""cx"":228,""cy"":504}","{""joint"":""head""}"
breaststroke_frame_58.jpg,141983,"{}",9,5,"{""name"":""point"",""cx"":210,""cy"":516}","{""joint"":""Lshoulder""}"
breaststroke_frame_58.jpg,141983,"{}",9,6,"{""name"":""point"",""cx"":240,""cy"":516}","{""joint"":""Rshoulder""}"
breaststroke_frame_58.jpg,141983,"{}",9,7,"{""name"":""point"",""cx"":204,""cy"":597}","{""joint"":""Lhip""}"
breaststroke_frame_58.jpg,141983,"{}",9,8,"{""name"":""point"",""cx"":235,""cy"":600}","{""joint"":""Rhip""}"
breaststroke_frame_59.jpg,146080,"{}",9,0,"{""name"":""point"",""cx"":228,""cy"":469}","{""joint"":undefined}"
breaststroke_frame_59.jpg,146080,"{}",9,1,"{""name"":""point"",""cx"":234,""cy"":469}","{""joint"":""Rhand""}"
breaststroke_frame_59.jpg,146080,"{}",9,2,"{""name"":""point"",""cx"":208,""cy"":500}","{""joint"":""Lelbow""}"
breaststroke_frame_59.jpg,146080,"{}",9,3,"{""name"":""point"",""cx"":249,""cy"":502}","{""joint"":""Relbow""}"
breaststroke_frame_59.jpg,146080,"{}",9,4,"{""name"":""point"",""cx"":228,""cy"":497}","{""joint"":""head""}"
breaststroke_frame_59.jpg,146080,"{}",9,5,"{""name"":""point"",""cx"":213,""cy"":516}","{""joint"":""Lshoulder""}"
breaststroke_frame_59.jpg,146080,"{}",9,6,"{""name"":""point"",""cx"":243,""cy"":516}","{""joint"":""Rshoulder""}"
breaststroke_frame_59.jpg,146080,"{}",9,7,"{""name"":""point"",""cx"":204,""cy"":591}","{""joint"":""Lhip""}"
breaststroke_frame_59.jpg,146080,"{}",9,8,"{""name"":""point"",""cx"":236,""cy"":595}","{""joint"":""Rhip""}"
breaststroke_frame_60.jpg,140318,"{}",9,0,"{""name"":""point"",""cx"":229,""cy"":456}","{""joint"":undefined}"
breaststroke_frame_60.jpg,140318,"{}",9,1,"{""name"":""point"",""cx"":236,""cy"":454}","{""joint"":""Rhand""}"
breaststroke_frame_60.jpg,140318,"{}",9,2,"{""name"":""point"",""cx"":217,""cy"":483}","{""joint"":""Lelbow""}"
breaststroke_frame_60.jpg,140318,"{}",9,3,"{""name"":""point"",""cx"":245,""cy"":483}","{""joint"":""Relbow""}"
breaststroke_frame_60.jpg,140318,"{}",9,4,"{""name"":""point"",""cx"":231,""cy"":492}","{""joint"":""head""}"
breaststroke_frame_60.jpg,140318,"{}",9,5,"{""name"":""point"",""cx"":215,""cy"":505}","{""joint"":""Lshoulder""}"
breaststroke_frame_60.jpg,140318,"{}",9,6,"{""name"":""point"",""cx"":244,""cy"":507}","{""joint"":""Rshoulder""}"
breaststroke_frame_60.jpg,140318,"{}",9,7,"{""name"":""point"",""cx"":205,""cy"":590}","{""joint"":""Lhip""}"
breaststroke_frame_60.jpg,140318,"{}",9,8,"{""name"":""point"",""cx"":235,""cy"":592}","{""joint"":""Rhip""}"
breaststroke_frame_61.jpg,142662,"{}",10,0,"{""name"":""point"",""cx"":230,""cy"":450}","{""joint"":undefined}"
breaststroke_frame_61.jpg,142662,"{}",10,1,"{""name"":""point"",""cx"":237,""cy"":451}","{""joint"":""Rhand""}"
breaststroke_frame_61.jpg,142662,"{}",10,2,"{""name"":""point"",""cx"":223,""cy"":480}","{""joint"":""Lelbow""}"
breaststroke_frame_61.jpg,142662,"{}",10,3,"{""name"":""point"",""cx"":241,""cy"":481}","{""joint"":""Relbow""}"
breaststroke_frame_61.jpg,142662,"{}",10,4,"{""name"":""point"",""cx"":231,""cy"":492}","{""joint"":""head""}"
breaststroke_frame_61.jpg,142662,"{}",10,5,"{""name"":""point"",""cx"":215,""cy"":505}","{""joint"":""Lshoulder""}"
breaststroke_frame_61.jpg,142662,"{}",10,6,"{""name"":""point"",""cx"":244,""cy"":507}","{""joint"":""Rshoulder""}"
breaststroke_frame_61.jpg,142662,"{}",10,7,"{""name"":""point"",""cx"":205,""cy"":587}","{""joint"":""Lhip""}"
breaststroke_frame_61.jpg,142662,"{}",10,8,"{""name"":""point"",""cx"":237,""cy"":588}","{""joint"":""Rhip""}"
breaststroke_frame_61.jpg,142662,"{}",10,9,"{""name"":""point"",""cx"":181,""cy"":616}","{""joint"":""Lfoot""}"
breaststroke_frame_62.jpg,139578,"{}",11,0,"{""name"":""point"",""cx"":234,""cy"":448}","{""joint"":undefined}"
breaststroke_frame_62.jpg,139578,"{}",11,1,"{""name"":""point"",""cx"":237,""cy"":448}","{""joint"":""Rhand""}"
breaststroke_frame_62.jpg,139578,"{}",11,2,"{""name"":""point"",""cx"":221,""cy"":478}","{""joint"":""Lelbow""}"
breaststroke_frame_62.jpg,139578,"{}",11,3,"{""name"":""point"",""cx"":244,""cy"":479}","{""joint"":""Relbow""}"
breaststroke_frame_62.jpg,139578,"{}",11,4,"{""name"":""point"",""cx"":231,""cy"":492}","{""joint"":""head""}"
breaststroke_frame_62.jpg,139578,"{}",11,5,"{""name"":""point"",""cx"":214,""cy"":499}","{""joint"":""Lshoulder""}"
breaststroke_frame_62.jpg,139578,"{}",11,6,"{""name"":""point"",""cx"":246,""cy"":501}","{""joint"":""Rshoulder""}"
breaststroke_frame_62.jpg,139578,"{}",11,7,"{""name"":""point"",""cx"":205,""cy"":583}","{""joint"":""Lhip""}"
breaststroke_frame_62.jpg,139578,"{}",11,8,"{""name"":""point"",""cx"":237,""cy"":585}","{""joint"":""Rhip""}"
breaststroke_frame_62.jpg,139578,"{}",11,9,"{""name"":""point"",""cx"":173,""cy"":614}","{""joint"":""Lfoot""}"
breaststroke_frame_62.jpg,139578,"{}",11,10,"{""name"":""point"",""cx"":258,""cy"":623}","{""joint"":""Rfoot""}"
breaststroke_frame_63.jpg,145573,"{}",11,0,"{""name"":""point"",""cx"":233,""cy"":443}","{""joint"":undefined}"
breaststroke_frame_63.jpg,145573,"{}",11,1,"{""name"":""point"",""cx"":241,""cy"":444}","{""joint"":""Rhand""}"
